ID,Name,Lat,Lon,Country
4167,Al Hillah,32.47213808090,44.42172237020,147
4168,Pointe-à-Pitre,16.24147503560,-61.53299890300,108
4169,Basse-terre,16.23039044080,-61.43998132490,108
4181,Viseu,-1.19647865917,-46.14001082520,163
4170,St.-Benoit,-21.03351072300,55.71281612020,108
4171,Manacapuru,-3.28958087272,-60.61997969730,163
4172,Maués,-3.38962644564,-57.72002750820,163
4173,Pedreiras,-4.56960610059,-44.67002303220,163
4174,Codó,-4.47958575554,-43.87996789710,163
4175,Coroatá,-4.12958127962,-44.15000309400,163
4176,Chapadinha,-3.73952756868,-43.35999963540,163
4177,Pinheiro,-2.51960203157,-45.08999739740,163
4178,Barra do Corda,-5.50960040398,-45.25996118320,163
4179,Viana,-3.20958575553,-45.00000289060,163
4180,Colinas,-6.03954221713,-44.23999760090,163
4182,Capitão Poço,-1.74962319042,-47.09000451820,163
4183,Castanhal,-1.28959959016,-47.93003076330,163
4184,Salinópolis,-0.60948606477,-47.33998925940,163
4185,Alenquer,-1.93958575553,-54.78999963540,163
4186,Oriximiná,-1.75959674185,-55.86998539390,163
4187,Xinguara,-7.10061440138,-49.94804712080,163
4188,Jacundá,-4.59957843132,-49.38996749020,163
4189,Uruara,-3.82959959017,-54.02999434570,163
4190,Altamira,-3.19961220410,-52.21000207680,163
4191,Paragominas,-2.95957517610,-47.49000594240,163
4192,Cametá,-2.23961912141,-49.50998600420,163
4193,Rolim de Moura,-11.73020261750,-61.78063236660,163
4194,Ariquemes,-9.93961423863,-63.07998458010,163
4195,Abunã,-9.69539141962,-65.35971622890,163
4196,Tocantinópolis,-6.31957680372,-47.41998437660,163
4197,Gurupi,-11.71960894890,-49.05998763180,163
4198,Aquidauana,-20.46961749390,-55.79001611490,163
4199,Paranaíba,-19.67958819700,-51.20001204590,163
4200,Sete Lagoas,-19.44962807330,-44.24999699050,163
4201,Divinópolis,-20.14953367230,-44.89998315590,163
4202,Ipatinga,-19.47960040400,-42.51999922850,163
4203,Araxá,-19.57959430050,-46.95001306310,163
4204,Lavras,-21.24956988650,-45.00995060380,163
4205,Ubá,-21.11960365920,-42.95002465980,163
